,KH2PO4,NH4Cl,KCl,MgSO4*7H2O,ZnSO4·7H2O,H3BO3,MnCl2·4H2O,FeSO4·7H2O,CoCl2·6H2O,CuSO4·5H20,Na2MoO4·2H2O,Na4EDTA,biotin,pyridoxine,thiamine,riboflavin,para-aminobenzoic acid,nicotinic acid,Malate Titer (%),Malate Titer (g/L) mean,Malate Titer (g/L) std,Label
0,0.4261006521843216,0.9231246611065667,0.44360221101602715,0.47454173861531757,0.12296869308786573,0.03515544406655109,0.22903860921516533,0.2921971309954592,0.4493145150344172,0.05929602665846401,0.038433034519012005,2.3373891768431903,0.00059862307736514,0.0005283429764603764,0.0007459498486247813,0.007303465123875931,0.003470932876532464,0.0027660856309091745,0.6635007069003636,0.6635007069003636,0.2371189969162354,exploitation
1,0.5421196080130969,0.9248824328245872,0.5389308416353715,0.39609554465593244,0.13943945254727796,0.0005425837292149585,0.2517347191245192,0.3186249124344399,0.4512258788324921,0.037243121795914866,0.03458974278175172,2.4412810896614974,0.0006738531019570596,0.0007140035784363877,0.00027534618566226073,0.00735557234507103,0.0034854732886607036,0.002977466109209097,0.6432855320521615,0.6432855320521617,0.23731763727708818,exploitation
2,0.6737107838958841,1.2243619188092818,0.3218314940731882,0.19257437432293112,0.09246804080992303,0.0164117296431321,0.25335100362861607,0.324789471618837,0.4755270606331687,0.056559106730205706,0.030886087859416926,2.4063214018498966,0.00041844339412532727,0.0007059199802342173,0.00015292897462328094,0.006134988306450672,0.008538943246925565,0.002556152817816097,0.6402625164216753,0.6402625164216753,0.23726468892528588,exploitation
3,0.6737017239519076,1.2243545057603642,0.3217842958460479,0.19255924669677224,0.09189563034899668,0.015830540266257506,0.2531600123339337,0.3252004353734252,0.47561389750485433,0.056648317255039285,0.059512100085058375,2.4062760677843555,0.00042238057560431386,0.0007091812396587742,0.0001428804780780277,0.006150047809225188,0.008444673525405112,0.0026449539723863344,0.6393135086859827,0.6393135086859827,0.23728684849739115,exploitation
4,0.5339389220640101,1.1863264897504182,0.5410503035454177,0.41581923163747636,0.11482934029159479,0.031969097174825725,0.24561762924312475,0.32169132102036757,0.48265016399980637,0.03372725208807819,0.03462047626140243,2.425583945481217,0.0006737112542604994,0.0007167269357986877,0.00028243191271125356,0.007371355304320905,0.003508980172303857,0.003057190493144434,0.633211325457113,0.633211325457113,0.23661578312314677,exploitation
5,0.5336709796808349,1.186223033499312,0.540939043155816,0.41601143956388514,0.10268959403792204,0.04544141870457778,0.24076359365301045,0.3257962463834243,0.44571525065735834,0.03410041283134319,0.03467017722337548,2.4253862380743367,0.0006699543563607091,0.0007127787723755373,0.0002799627104507744,0.0073719223982905485,0.0034604458832181947,0.003048164184109668,0.6331754803440109,0.6331754803440108,0.23613106746458218,exploitation
6,0.5339392473316006,1.1863266467601847,0.5410513246591502,0.4158195543674594,0.1148440588233753,0.031984903070944176,0.24562310946547528,0.3216833700050347,0.48264843784206735,0.03372558003552556,0.03390032016222565,2.425584873295493,0.0006705424937725422,0.0007103175044782625,0.0002974116571942114,0.0057521641995287726,0.003565140169783369,0.0028777526328437283,0.6311719913633145,0.6311719913633145,0.23678308250276078,exploitation
7,0.5339390010603775,1.1863270417135698,0.5410501626094955,0.41581962254315774,0.11484340779850531,0.03198351335542637,0.24562674345053512,0.32168924297167273,0.4826417666642491,0.03372742672986237,0.03391683398506059,2.425583384155249,0.00042535172107934405,0.0007067555339330647,0.00021854709959500833,0.005921293152738809,0.008620540820663651,0.002865116535196913,0.6272646844280096,0.6272646844280096,0.23700552120542234,exploitation
8,0.9121591937988411,1.9953472334192153,0.3105820450589695,0.3907807589541493,0.33273641949861377,0.03424098879945375,0.12921882893318046,0.18422220119483512,0.4440632894837697,0.14676749362955727,0.022743638892961493,2.335356167124356,0.0007427133477341059,2.9667171919978134e-05,0.0005254654042092275,0.0001372797893216192,0.009072564814091608,0.008592623304952316,0.6116498373834319,0.6116498373834319,0.2347496106325968,exploitation
9,0.9123158678753455,1.9954761202950078,0.3110574673238614,0.3907313372917481,0.334775615011983,0.01095118148992918,0.09713973880178227,0.16178480763342296,0.49950732398569675,0.13048295259830017,0.022641097350535176,2.335912971906391,0.0007454300940670023,2.9734497690205004e-05,0.000532797346073689,0.00012361729922250178,0.009187992788658497,0.008625508571126235,0.6108497111758531,0.6108497111758531,0.2359501908232784,exploitation
10,0.8338851918738956,0.9861465624411685,0.5461802023934637,1.746759934907665,0.3479250984556146,0.12191858646976064,0.2872880140149448,0.04138763628996319,0.4304395153343748,0.026085586056349412,0.09509871478737458,2.4650437746775573,0.000918726334697506,0.00036714572775290935,0.0007086774374190004,0.003181204912624785,0.0026336048828547332,0.006429789490746066,0.6071450337203952,0.6071450337203952,0.23883172636273922,exploitation
11,0.8338851934650855,0.9861465627297753,0.5461802019939075,1.7467599348458331,0.34792508500996644,0.12191858760660625,0.2872880156194648,0.04138762849971953,0.4304395441489303,0.026085626043825385,0.09509873410888642,2.4650437760225654,0.000927876399905981,0.00014801436789264367,0.000643485122992082,0.0031816020749005853,0.0026323920805740664,0.0064297658686177685,0.6058207275774313,0.6058207275774313,0.23896867747791228,exploitation
12,0.9121779515277626,1.9954826158833054,0.3104093097789529,0.39067305482419873,0.3269842031907497,0.0403006381370484,0.14851447447340782,0.20106787632081488,0.44526599506911135,0.1504805219277057,0.02280070255145573,2.334832854714733,0.0007648442389196689,6.040737316221042e-05,0.0004914900454152059,0.002687360143380236,0.008187358113550182,0.005161130875462995,0.6009983825834052,0.6009983825834052,0.23468123598834575,exploitation
13,0.5884147273407713,0.6101894645935275,0.4519193631801441,1.9531412031557753,0.39007051677216514,0.028682842610688687,0.27357848765143283,0.023610078717094144,0.46349175243027385,0.060738835305579095,0.09680717873946743,2.394925846638548,0.00012343190331248277,0.00018745035218391222,0.00037540912034762986,0.0031254541294579476,0.0029199516437053838,0.006561140474177636,0.5920496171139201,0.5920496171139201,0.2396038158990919,exploitation
14,2.450115896840527,1.3796737793921467,0.12897309052694614,2.507849391202563,0.06920509939469928,0.17533967477002632,0.4911193706628424,0.0756522618206838,0.27547441297220576,0.12163179191351105,0.037612672238379434,1.9709759640972124,6.667083915236908e-05,0.0008108547297519375,0.000504062208181722,0.002523103006028883,0.008230621918539559,0.009236948087901242,0.580000615969553,0.580000615969553,0.23357557030689324,exploitation
15,3.8274144014246176,0.9833416243035458,2.560151253144112,3.611900665048621,0.08761013810407786,0.06692124540095194,0.38647206497387265,0.22555949789213212,0.39491584087227893,0.49719688584046207,0.07409978178951354,2.4838386999488837,0.0008166052896617318,0.000999484743863171,0.0001967639355356631,0.0033215852581381863,0.0018286104250108538,0.005546641807475087,0.39097656242654866,0.39097656242654866,0.23372488928452526,exploration
16,3.489602326405915,4.279417140083409,0.19610330300730966,4.127111354115705,0.08477278338648708,0.22255790467483236,0.1565356507013134,0.19267011369874407,0.40362833237124807,0.004903258666252269,0.0491698522168124,2.4333369419252984,0.0005004443658626662,0.00014784449477033977,0.0009137542673121086,0.0064902126636785734,0.003942994806263509,0.008808957013376756,0.3843482037705943,0.3843482037705943,0.23211588154982501,exploration
17,4.638238648715294,3.568864536783173,2.677607557969391,1.4217894138568061,0.03870656872998192,0.10675968613322603,0.30558577014224,0.059628100565895646,0.19876233294678633,0.3514583791778145,0.04221349672596303,1.7348969508356946,0.0005147308108901281,0.00034464069082190934,0.0003901009270466141,5.331753086390479e-05,0.00943380778952509,1.2377385800687452e-05,0.33777626850797926,0.33777626850797926,0.23183176550101173,exploration
18,4.7495946696710245,1.9479715982545223,1.786929073912509,0.9098666490383923,0.08526122284575939,0.4275162453847461,0.2768840124837772,0.3329480917385789,0.3751484619159923,0.06306172596710563,0.08551298096420663,2.268915970693969,0.0004878822294907841,0.00047461408966375135,0.0003910244517944004,0.001209664968773233,0.0011458616289680467,0.006196296330875092,0.31371431151307844,0.31371431151307844,0.2316432576612839,exploration
19,2.029907004953828,1.0962432857509745,3.263767770329802,3.3056129032213653,0.08930103239507295,0.2588339004400489,0.3610765641050546,0.26815647898460176,0.4436608289140429,0.11703356570691341,0.07491282447738046,2.4684611924986273,0.00032791353837071573,0.0008696279907671653,0.0008904329581162606,0.007239019026395619,0.007491790490047783,0.0006844444652983664,0.3154988769729483,0.3154988769729483,0.23140630563625658,exploration
20,4.254399693846645,3.404484279096355,0.179628945029909,4.309699026957048,0.41612230679323825,0.0375358956408071,0.3952873805748485,0.05674736688256838,0.4876685910289404,0.2960913251939234,0.0921124619491434,1.393112734733548,0.0003625127927439351,0.0005514300154610474,0.0003904261495045122,0.0059475538843570055,0.009355733200712714,0.006320754340702825,0.2739895883977389,0.27398958839773885,0.2312478478391259,exploration
21,4.851672170165246,4.809422770832509,3.28171188234117,2.170152496056658,0.03587203593129783,0.14435740617365936,0.3304393314693657,0.07722497157012112,0.38515066477351134,0.32998590276318546,0.01812975702062823,1.3059658444503743,0.0006273252626020543,0.00011939816338942751,0.000871173173494837,0.0045842756378286845,0.004899876325122421,0.009897790407939061,0.3355621343040278,0.33556213430402776,0.231101509996007,exploration
22,2.5470663347856233,3.0154169344563,2.545800075547047,1.525094161078201,0.4411402035227848,0.21415551986301895,0.21108185210084507,0.043088537629496326,0.4823538829720563,0.07129194726163618,0.07517485617587817,1.859089429266058,0.0008078890008318444,0.0008079643022724491,3.318988115908173e-06,0.0024625771195150342,0.009931752187613224,0.009756302366160178,0.2912790057359488,0.2912790057359488,0.23101293183839688,exploration
23,4.256367802502423,0.5078254496083354,4.0663033160740305,3.2377543054701943,0.36643424692083043,0.041541452977698796,0.3232388610633536,0.09093129405847725,0.2598749943921218,0.1708856497255109,0.09624860978988309,1.4223681016077916,0.00031336719901694436,1.916102559373798e-05,0.00041260353719076083,0.002375936404720028,0.0031944095432139765,0.005927414142765582,0.2675086675127192,0.2675086675127192,0.23098846301782466,exploration
24,2.0449968889915615,3.685484017201449,1.150001459365003,4.317971091828871,0.302884149475812,0.4183109495882719,0.4749766643442376,0.1994731677969482,0.4760291340257077,0.088250654665656,0.0013553716837078065,0.5915282454082356,0.0006525585438530306,0.00012634321345432638,5.754101604415243e-06,0.005847206760522162,0.0063523317748386396,0.008868330311442206,0.17377509337790129,0.1737750933779013,0.23093124288219297,exploration
25,1.3793153746508167,1.337908896088707,0.49464225397642064,0.49234799685058755,0.0024361708074901525,0.009981955507135291,0.005483075951516698,0.004992084751751895,0.0015618597972607605,0.0015441535901107011,8.424431235015968e-05,0.004686859501075392,9.108327766348362e-05,0.0001088961921117921,9.785833713757781e-05,9.820427515198235e-05,0.00010995762683476605,9.991400375898305e-05,,1.0642267600160475,0.22902245700292,standard
